OrderID,CustomerID,ProductID,TerritoryID,OrderDate,Quantity,UnitPrice,SalesAmount
ORD000422,CUST0056,P020,T004,2024-07-29,3,7500,22500
ORD000423,CUST0272,P008,T004,2023-09-06,1,85000,85000
ORD000424,CUST0170,P023,T008,2023-02-23,1,45000,45000
ORD000425,CUST0282,P030,T003,2023-04-13,2,1200,2400
ORD000426,CUST0334,P007,T005,2024-02-21,4,45000,180000
ORD000427,CUST0031,P030,T002,2023-11-25,3,85000,255000
ORD000428,CUST0274,P024,T001,2024-10-29,5,7500,37500
ORD000429,CUST0019,P027,T007,2023-06-29,4,7500,30000
ORD000430,CUST0447,P030,T005,2024-05-22,2,85000,170000
ORD000431,CUST0291,P020,T002,2023-02-08,1,32000,32000
ORD000432,CUST0329,P018,T008,2023-12-10,3,45000,135000
ORD000433,CUST0140,P007,T002,2023-05-18,5,45000,225000
ORD000434,CUST0235,P021,T005,2023-12-05,2,85000,170000
ORD000435,CUST0378,P011,T005,2025-01-05,2,1200,2400
ORD000436,CUST0313,P028,T007,2024-08-04,2,7500,15000
ORD000437,CUST0045,P013,T002,2024-03-13,5,32000,160000
ORD000438,CUST0166,P030,T004,2023-07-09,2,45000,90000
ORD000439,CUST0121,P015,T005,2023-01-07,3,45000,135000
ORD000440,CUST0371,P019,T001,2023-12-04,3,65000,195000
ORD000441,CUST0121,P002,T002,2023-09-25,3,85000,255000
ORD000442,CUST0208,P022,T005,2024-04-21,3,7500,22500
ORD000443,CUST0152,P012,T004,2024-12-07,1,85000,85000
ORD000444,CUST0079,P015,T006,2023-08-13,2,45000,90000
ORD000445,CUST0388,P018,T004,2024-03-01,5,45000,225000
ORD000446,CUST0387,P020,T002,2025-02-19,2,85000,170000
ORD000447,CUST0361,P012,T002,2024-06-22,4,65000,260000
ORD000448,CUST0425,P018,T004,2024-07-31,1,1200,1200
ORD000449,CUST0085,P011,T008,2024-08-09,5,7500,37500
ORD000450,CUST0299,P016,T002,2023-04-30,2,85000,170000
ORD000451,CUST0233,P005,T007,2024-06-06,4,1200,4800
ORD000452,CUST0287,P015,T005,2024-04-12,5,1200,6000
ORD000453,CUST0131,P027,T001,2025-01-10,1,45000,45000
ORD000454,CUST0038,P002,T007,2025-02-02,2,65000,130000
ORD000455,CUST0031,P030,T002,2023-12-19,1,65000,65000
ORD000456,CUST0210,P006,T003,2024-04-28,1,32000,32000
ORD000457,CUST0196,P015,T007,2025-02-23,4,32000,128000
ORD000458,CUST0339,P028,T003,2024-01-20,1,85000,85000
ORD000459,CUST0092,P018,T007,2024-10-31,3,1200,3600
ORD000460,CUST0115,P027,T001,2024-06-25,2,85000,170000
ORD000461,CUST0238,P022,T007,2025-02-13,1,32000,32000
ORD000462,CUST0127,P015,T006,2024-06-28,4,7500,30000
ORD000463,CUST0449,P024,T002,2023-06-08,3,7500,22500
ORD000464,CUST0393,P030,T001,2023-02-02,4,65000,260000
ORD000465,CUST0052,P020,T001,2023-09-04,2,1200,2400
ORD000466,CUST0361,P028,T001,2024-04-02,5,85000,425000
ORD000467,CUST0225,P008,T004,2023-09-08,1,45000,45000
ORD000468,CUST0258,P010,T004,2025-02-11,1,7500,7500
ORD000469,CUST0296,P020,T006,2025-01-19,5,32000,160000
ORD000470,CUST0339,P017,T004,2023-08-31,3,7500,22500
ORD000471,CUST0032,P018,T003,2024-02-28,3,32000,96000
ORD000472,CUST0254,P002,T006,2024-10-03,4,65000,260000
ORD000473,CUST0164,P023,T007,2024-10-20,4,65000,260000
ORD000474,CUST0193,P006,T008,2024-02-23,2,32000,64000
ORD000475,CUST0440,P023,T003,2023-09-04,2,32000,64000
ORD000476,CUST0212,P014,T003,2024-04-19,1,65000,65000
ORD000477,CUST0105,P011,T002,2024-02-02,2,32000,64000
ORD000478,CUST0275,P024,T004,2024-04-05,3,1200,3600
ORD000479,CUST0345,P020,T001,2023-02-22,3,45000,135000
ORD000480,CUST0371,P022,T004,2023-03-16,2,65000,130000
ORD000481,CUST0156,P030,T001,2024-05-05,2,32000,64000
ORD000482,CUST0061,P024,T008,2023-08-05,2,85000,170000
ORD000483,CUST0105,P013,T004,2023-09-06,5,85000,425000
ORD000484,CUST0195,P015,T006,2024-07-19,3,32000,96000
ORD000485,CUST0263,P029,T008,2023-11-12,3,32000,96000
ORD000486,CUST0241,P025,T006,2024-04-22,1,85000,85000
ORD000487,CUST0212,P002,T004,2023-07-28,3,32000,96000
ORD000488,CUST0134,P018,T007,2025-01-29,2,1200,2400
ORD000489,CUST0169,P008,T007,2023-10-30,2,7500,15000
ORD000490,CUST0282,P021,T006,2024-08-06,2,45000,90000
ORD000491,CUST0329,P024,T008,2023-09-21,4,85000,340000
ORD000492,CUST0408,P012,T003,2024-04-16,2,85000,170000
ORD000493,CUST0095,P030,T001,2023-05-24,5,45000,225000
ORD000494,CUST0419,P022,T001,2024-06-20,1,1200,1200
ORD000495,CUST0071,P027,T004,2025-02-21,1,45000,45000
ORD000496,CUST0112,P017,T008,2023-03-11,2,1200,2400
ORD000497,CUST0327,P022,T008,2024-01-18,1,65000,65000
ORD000498,CUST0004,P018,T007,2024-11-06,4,1200,4800
ORD000499,CUST0370,P009,T005,2023-01-13,1,65000,65000
ORD000500,CUST0346,P014,T003,2023-01-18,5,85000,425000
ORD000501,CUST0077,P008,T004,2023-04-20,1,65000,65000
ORD000502,CUST0418,P012,T005,2024-09-26,5,32000,160000
ORD000503,CUST0208,P015,T004,2024-02-11,1,32000,32000
ORD000504,CUST0351,P027,T002,2024-12-14,2,32000,64000
ORD000505,CUST0208,P013,T007,2024-10-31,1,1200,1200
ORD000506,CUST0327,P001,T003,2024-07-19,4,1200,4800
ORD000507,CUST0331,P026,T006,2023-03-26,4,45000,180000
ORD000508,CUST0022,P008,T004,2024-08-02,1,65000,65000
ORD000509,CUST0139,P002,T002,2024-12-09,5,45000,225000
ORD000510,CUST0289,P022,T001,2024-12-01,3,65000,195000
ORD000511,CUST0107,P019,T003,2023-07-03,3,1200,3600
ORD000512,CUST0154,P006,T004,2025-02-09,4,1200,4800
ORD000513,CUST0277,P011,T007,2024-08-03,4,85000,340000
ORD000514,CUST0371,P003,T006,2025-02-12,2,85000,170000
ORD000515,CUST0119,P027,T002,2023-02-24,1,45000,45000
ORD000516,CUST0305,P013,T006,2023-12-15,5,65000,325000
ORD000517,CUST0252,P008,T006,2023-01-31,3,45000,135000
ORD000518,CUST0096,P022,T007,2024-07-20,4,45000,180000
ORD000519,CUST0409,P008,T002,2023-03-29,5,32000,160000
ORD000520,CUST0195,P023,T003,2023-03-26,3,7500,22500
ORD000521,CUST0185,P004,T002,2025-01-27,4,32000,128000
ORD000522,CUST0185,P025,T005,2023-01-06,3,45000,135000
ORD000523,CUST0096,P014,T008,2023-04-15,2,1200,2400
ORD000524,CUST0209,P004,T001,2024-07-24,5,65000,325000
ORD000525,CUST0048,P020,T006,2023-04-02,3,65000,195000
ORD000526,CUST0212,P013,T002,2024-01-30,1,32000,32000
ORD000527,CUST0293,P017,T003,2025-01-12,5,7500,37500
ORD000528,CUST0072,P009,T005,2024-12-02,4,7500,30000
ORD000529,CUST0033,P006,T007,2023-10-02,4,7500,30000
ORD000530,CUST0248,P026,T002,2023-10-10,4,32000,128000
ORD000531,CUST0370,P021,T008,2024-01-05,3,7500,22500
ORD000532,CUST0235,P004,T003,2024-08-31,5,7500,37500
ORD000533,CUST0171,P027,T007,2023-11-08,1,45000,45000
ORD000534,CUST0221,P027,T003,2023-12-04,4,32000,128000
ORD000535,CUST0356,P007,T008,2023-11-04,3,65000,195000
ORD000536,CUST0164,P010,T008,2023-11-18,2,45000,90000
ORD000537,CUST0193,P009,T007,2024-08-12,2,32000,64000
ORD000538,CUST0103,P019,T003,2024-01-09,1,65000,65000
ORD000539,CUST0373,P015,T004,2024-11-29,5,1200,6000
ORD000540,CUST0036,P027,T007,2024-03-24,3,85000,255000
ORD000541,CUST0325,P010,T004,2024-11-20,4,7500,30000
ORD000542,CUST0217,P026,T007,2023-09-16,2,85000,170000
ORD000543,CUST0246,P019,T007,2023-03-17,4,65000,260000
ORD000544,CUST0215,P018,T001,2024-07-01,5,85000,425000
ORD000545,CUST0327,P030,T002,2024-01-04,5,65000,325000
ORD000546,CUST0341,P012,T003,2023-04-22,2,85000,170000
ORD000547,CUST0289,P021,T007,2024-10-24,5,1200,6000
ORD000548,CUST0055,P001,T002,2025-02-09,3,45000,135000
ORD000549,CUST0383,P017,T004,2023-09-22,2,65000,130000
ORD000550,CUST0238,P025,T003,2024-04-01,3,45000,135000
ORD000551,CUST0054,P010,T007,2023-12-20,1,45000,45000
ORD000552,CUST0073,P012,T005,2023-03-29,1,85000,85000
ORD000553,CUST0267,P016,T006,2023-12-18,4,7500,30000
ORD000554,CUST0370,P023,T008,2024-05-02,1,45000,45000
ORD000555,CUST0023,P026,T002,2023-11-23,1,32000,32000
ORD000556,CUST0056,P022,T003,2023-01-24,3,85000,255000
ORD000557,CUST0090,P018,T003,2025-01-28,2,65000,130000
ORD000558,CUST0237,P008,T007,2023-12-05,5,45000,225000
ORD000559,CUST0328,P022,T007,2024-10-06,2,7500,15000
ORD000560,CUST0315,P029,T004,2024-02-10,1,85000,85000
ORD000561,CUST0200,P001,T004,2024-04-05,5,45000,225000
ORD000562,CUST0415,P026,T002,2023-07-30,3,85000,255000
ORD000563,CUST0096,P012,T006,2024-08-14,1,65000,65000
ORD000564,CUST0135,P022,T008,2023-07-21,4,1200,4800
ORD000565,CUST0199,P020,T007,2024-06-24,3,65000,195000
ORD000566,CUST0181,P028,T008,2024-08-24,1,32000,32000
ORD000567,CUST0362,P026,T005,2024-09-24,2,85000,170000
ORD000568,CUST0345,P005,T006,2024-09-21,5,1200,6000
ORD000569,CUST0060,P006,T006,2023-05-01,2,32000,64000
ORD000570,CUST0199,P014,T003,2024-12-11,2,65000,130000
ORD000571,CUST0096,P016,T003,2024-08-11,4,45000,180000
ORD000572,CUST0148,P005,T003,2024-07-22,2,45000,90000
ORD000573,CUST0028,P028,T006,2023-11-19,4,65000,260000
ORD000574,CUST0100,P027,T007,2023-01-10,4,7500,30000
ORD000575,CUST0254,P014,T008,2024-07-29,5,85000,425000
ORD000576,CUST0086,P003,T001,2024-03-01,4,45000,180000
ORD000577,CUST0017,P009,T004,2025-02-18,2,32000,64000
ORD000578,CUST0400,P015,T008,2024-07-04,3,7500,22500
ORD000579,CUST0294,P004,T005,2024-07-16,5,1200,6000
ORD000580,CUST0278,P027,T001,2025-03-04,5,32000,160000
ORD000581,CUST0112,P014,T002,2025-02-17,4,65000,260000
ORD000582,CUST0448,P002,T008,2025-01-23,2,32000,64000
ORD000583,CUST0225,P028,T002,2023-09-27,3,1200,3600
ORD000584,CUST0416,P024,T006,2025-03-05,2,7500,15000
ORD000585,CUST0220,P006,T003,2024-12-28,5,85000,425000
ORD000586,CUST0292,P012,T005,2023-07-31,2,1200,2400
ORD000587,CUST0166,P023,T005,2024-09-03,5,7500,37500
ORD000588,CUST0440,P017,T002,2023-10-24,5,32000,160000
ORD000589,CUST0142,P028,T003,2023-05-19,4,1200,4800
ORD000590,CUST0075,P023,T006,2024-12-19,2,7500,15000
ORD000591,CUST0073,P019,T005,2023-09-11,4,45000,180000
ORD000592,CUST0232,P003,T002,2024-10-04,4,45000,180000
ORD000593,CUST0143,P023,T006,2024-02-17,5,85000,425000
ORD000594,CUST0298,P001,T002,2024-04-10,4,32000,128000
ORD000595,CUST0341,P023,T006,2025-01-18,4,85000,340000
ORD000596,CUST0112,P014,T004,2023-03-06,5,45000,225000
ORD000597,CUST0425,P010,T006,2024-05-21,3,32000,96000
ORD000598,CUST0290,P028,T008,2024-07-14,5,7500,37500
ORD000599,CUST0051,P021,T008,2023-12-18,1,1200,1200
ORD000600,CUST0226,P015,T001,2023-01-17,1,7500,7500
ORD000601,CUST0068,P029,T005,2024-03-14,2,85000,170000
ORD000602,CUST0336,P012,T005,2023-06-12,3,1200,3600
ORD000603,CUST0333,P006,T001,2023-03-26,3,85000,255000
ORD000604,CUST0359,P025,T004,2024-02-10,3,85000,255000
ORD000605,CUST0049,P001,T004,2024-03-15,1,85000,85000
ORD000606,CUST0304,P008,T008,2024-05-03,1,7500,7500
ORD000607,CUST0176,P027,T002,2023-01-10,1,85000,85000
ORD000608,CUST0037,P008,T007,2024-03-08,2,45000,90000
ORD000609,CUST0161,P012,T005,2023-04-02,1,1200,1200
ORD000610,CUST0329,P022,T003,2023-05-21,4,7500,30000
ORD000611,CUST0005,P020,T003,2023-03-12,5,65000,325000
ORD000612,CUST0110,P021,T003,2024-03-26,3,85000,255000
ORD000613,CUST0227,P028,T004,2024-02-26,5,85000,425000
ORD000614,CUST0386,P004,T007,2023-03-30,1,7500,7500
ORD000615,CUST0406,P005,T004,2023-12-26,4,32000,128000
ORD000616,CUST0284,P020,T005,2023-10-11,1,7500,7500
ORD000617,CUST0449,P010,T004,2025-03-08,1,85000,85000
ORD000618,CUST0097,P024,T007,2024-06-14,5,65000,325000
ORD000619,CUST0254,P013,T002,2023-10-30,1,7500,7500
ORD000620,CUST0305,P003,T001,2023-09-04,4,85000,340000
ORD000621,CUST0199,P028,T007,2024-01-05,3,7500,22500
ORD000622,CUST0089,P025,T008,2024-01-10,5,85000,425000
ORD000623,CUST0301,P003,T001,2025-02-27,1,1200,1200
ORD000624,CUST0031,P026,T007,2023-09-26,2,1200,2400
ORD000625,CUST0365,P017,T007,2024-06-02,3,85000,255000
ORD000626,CUST0328,P018,T003,2024-03-09,4,1200,4800
ORD000627,CUST0041,P017,T004,2023-10-12,1,32000,32000
ORD000628,CUST0201,P019,T002,2023-06-09,5,32000,160000
ORD000629,CUST0434,P008,T001,2023-11-14,4,85000,340000
ORD000630,CUST0060,P015,T001,2023-09-08,1,45000,45000
ORD000631,CUST0007,P023,T003,2023-11-13,2,1200,2400
ORD000632,CUST0255,P012,T005,2024-12-19,1,7500,7500
ORD000633,CUST0384,P025,T005,2023-06-20,3,7500,22500
ORD000634,CUST0172,P026,T007,2025-01-20,1,1200,1200
ORD000635,CUST0135,P023,T002,2023-10-06,5,1200,6000
ORD000636,CUST0185,P002,T008,2024-05-23,4,65000,260000
ORD000637,CUST0081,P009,T002,2024-08-03,2,32000,64000
ORD000638,CUST0380,P017,T001,2024-08-10,1,7500,7500
ORD000639,CUST0024,P016,T006,2023-02-15,1,7500,7500
ORD000640,CUST0440,P002,T007,2024-01-28,2,7500,15000
ORD000641,CUST0214,P030,T006,2023-08-18,3,7500,22500
ORD000642,CUST0191,P004,T001,2023-10-05,1,65000,65000
ORD000643,CUST0024,P013,T002,2023-07-03,2,65000,130000
ORD000644,CUST0168,P003,T008,2024-04-21,3,32000,96000
ORD000645,CUST0150,P019,T005,2023-01-09,3,7500,22500
ORD000646,CUST0238,P012,T008,2025-01-27,5,7500,37500
ORD000647,CUST0280,P025,T004,2025-03-02,2,85000,170000
ORD000648,CUST0013,P008,T006,2023-06-04,1,45000,45000
ORD000649,CUST0001,P025,T007,2024-10-13,1,32000,32000
ORD000650,CUST0106,P017,T004,2025-01-25,3,1200,3600
ORD000651,CUST0073,P023,T005,2024-03-05,4,1200,4800
ORD000652,CUST0433,P017,T007,2023-04-06,1,7500,7500
ORD000653,CUST0383,P003,T002,2024-12-18,3,45000,135000
ORD000654,CUST0420,P013,T002,2024-06-01,2,85000,170000
ORD000655,CUST0223,P022,T003,2024-08-29,5,1200,6000
ORD000656,CUST0436,P011,T007,2023-08-31,3,32000,96000
ORD000657,CUST0232,P009,T004,2024-12-18,3,32000,96000
ORD000658,CUST0400,P025,T002,2023-03-18,2,7500,15000
ORD000659,CUST0231,P015,T006,2023-06-09,1,7500,7500
ORD000660,CUST0184,P025,T004,2024-02-21,1,65000,65000
ORD000661,CUST0136,P028,T002,2024-04-07,3,45000,135000
ORD000662,CUST0156,P027,T001,2023-04-03,2,85000,170000
ORD000663,CUST0047,P023,T004,2023-08-09,3,7500,22500
ORD000664,CUST0026,P022,T005,2023-12-31,4,65000,260000
ORD000665,CUST0208,P028,T008,2023-09-24,2,1200,2400
ORD000666,CUST0049,P015,T002,2024-07-23,5,7500,37500
ORD000667,CUST0032,P027,T004,2023-05-24,1,1200,1200
ORD000668,CUST0191,P022,T002,2023-05-14,2,45000,90000
ORD000669,CUST0417,P003,T001,2024-08-19,5,32000,160000
ORD000670,CUST0228,P026,T003,2023-03-08,2,85000,170000
ORD000671,CUST0022,P015,T001,2023-04-05,3,1200,3600
ORD000672,CUST0421,P024,T007,2023-06-22,5,45000,225000
ORD000673,CUST0350,P014,T003,2024-05-23,1,45000,45000
ORD000674,CUST0141,P009,T008,2023-12-29,2,7500,15000
ORD000675,CUST0318,P020,T004,2023-06-02,1,65000,65000
ORD000676,CUST0211,P029,T008,2024-10-24,3,45000,135000
ORD000677,CUST0197,P005,T007,2023-03-04,1,32000,32000
ORD000678,CUST0323,P026,T001,2023-07-24,5,7500,37500
ORD000679,CUST0279,P026,T008,2024-01-27,3,45000,135000
ORD000680,CUST0165,P013,T005,2023-12-19,5,65000,325000
ORD000681,CUST0306,P008,T001,2023-07-04,1,32000,32000
ORD000682,CUST0415,P016,T006,2025-03-08,3,1200,3600
ORD000683,CUST0082,P004,T004,2025-02-24,5,7500,37500
ORD000684,CUST0274,P027,T001,2024-11-03,2,32000,64000
ORD000685,CUST0434,P026,T007,2025-02-21,2,65000,130000
ORD000686,CUST0122,P019,T006,2023-12-30,2,7500,15000
ORD000687,CUST0015,P023,T006,2025-01-25,3,65000,195000
ORD000688,CUST0289,P007,T008,2024-08-04,5,7500,37500
ORD000689,CUST0252,P002,T002,2024-07-09,3,7500,22500
ORD000690,CUST0113,P001,T008,2023-02-27,2,65000,130000
ORD000691,CUST0104,P026,T003,2023-01-01,3,65000,195000
ORD000692,CUST0031,P001,T003,2023-12-15,2,32000,64000
ORD000693,CUST0434,P017,T006,2024-08-23,2,1200,2400
ORD000694,CUST0340,P013,T002,2023-03-16,3,85000,255000
ORD000695,CUST0070,P006,T007,2023-12-11,3,32000,96000
ORD000696,CUST0163,P006,T006,2024-10-16,4,85000,340000
ORD000697,CUST0194,P010,T005,2023-08-17,5,7500,37500
ORD000698,CUST0001,P023,T007,2023-05-11,2,85000,170000
ORD000699,CUST0094,P020,T006,2025-02-28,5,1200,6000
ORD000700,CUST0290,P004,T008,2024-09-18,2,85000,170000
ORD000701,CUST0040,P008,T006,2023-05-25,3,85000,255000
ORD000702,CUST0046,P027,T006,2023-11-24,2,85000,170000
ORD000703,CUST0108,P008,T002,2024-04-02,1,32000,32000
ORD000704,CUST0369,P001,T001,2023-12-25,3,1200,3600
ORD000705,CUST0215,P006,T007,2024-01-31,4,85000,340000
ORD000706,CUST0280,P013,T002,2024-05-19,4,32000,128000
ORD000707,CUST0389,P022,T004,2024-05-05,5,85000,425000
ORD000708,CUST0410,P028,T001,2023-06-16,4,1200,4800
ORD000709,CUST0134,P004,T002,2023-10-29,1,32000,32000
ORD000710,CUST0083,P024,T002,2023-12-17,2,45000,90000
ORD000711,CUST0305,P020,T008,2024-07-14,1,32000,32000
ORD000712,CUST0335,P006,T007,2024-12-22,1,45000,45000
ORD000713,CUST0170,P007,T004,2023-06-10,1,1200,1200
ORD000714,CUST0374,P018,T005,2024-02-24,5,85000,425000
ORD000715,CUST0122,P004,T001,2024-11-07,3,32000,96000
ORD000716,CUST0431,P016,T003,2024-02-07,5,65000,325000
ORD000717,CUST0219,P003,T005,2023-02-25,3,1200,3600
ORD000718,CUST0103,P004,T001,2024-11-08,5,45000,225000
ORD000719,CUST0150,P003,T008,2023-07-31,2,85000,170000
ORD000720,CUST0242,P016,T005,2023-04-29,3,45000,135000
ORD000721,CUST0095,P012,T007,2023-04-04,5,45000,225000
ORD000722,CUST0023,P009,T008,2024-01-14,2,45000,90000
ORD000723,CUST0429,P009,T001,2024-04-21,3,7500,22500
ORD000724,CUST0343,P012,T007,2023-06-04,1,1200,1200
ORD000725,CUST0284,P002,T007,2025-02-13,5,7500,37500
ORD000726,CUST0352,P028,T008,2024-06-19,4,65000,260000
ORD000727,CUST0154,P003,T007,2024-08-09,2,45000,90000
ORD000728,CUST0293,P029,T003,2025-01-01,1,65000,65000
ORD000729,CUST0086,P007,T004,2023-05-04,4,7500,30000
ORD000730,CUST0041,P022,T007,2023-05-10,1,45000,45000
ORD000731,CUST0133,P011,T002,2023-07-26,2,65000,130000
ORD000732,CUST0204,P018,T006,2023-03-31,4,65000,260000
ORD000733,CUST0448,P001,T007,2023-10-10,5,45000,225000
ORD000734,CUST0076,P019,T002,2023-04-26,4,7500,30000
ORD000735,CUST0403,P010,T006,2023-04-19,5,1200,6000
ORD000736,CUST0336,P016,T008,2024-02-25,3,45000,135000
ORD000737,CUST0207,P005,T007,2023-02-08,2,32000,64000
ORD000738,CUST0354,P008,T001,2023-02-09,4,32000,128000
ORD000739,CUST0191,P001,T006,2025-02-02,4,32000,128000
ORD000740,CUST0432,P016,T002,2023-11-07,3,32000,96000
ORD000741,CUST0381,P015,T006,2023-08-22,2,32000,64000
ORD000742,CUST0331,P003,T004,2023-10-03,4,65000,260000
ORD000743,CUST0380,P016,T006,2024-03-28,2,45000,90000
ORD000744,CUST0034,P010,T007,2023-02-27,5,7500,37500
ORD000745,CUST0015,P006,T004,2023-05-19,5,65000,325000
ORD000746,CUST0017,P015,T001,2023-07-25,1,7500,7500
ORD000747,CUST0189,P027,T008,2024-01-05,2,32000,64000
ORD000748,CUST0064,P022,T001,2024-06-01,4,85000,340000
ORD000749,CUST0305,P015,T003,2023-09-05,3,45000,135000
ORD000750,CUST0180,P012,T003,2024-04-30,5,65000,325000
ORD000751,CUST0015,P013,T001,2023-09-22,1,32000,32000
ORD000752,CUST0439,P008,T004,2023-06-16,5,7500,37500
ORD000753,CUST0334,P014,T001,2024-11-24,2,32000,64000
ORD000754,CUST0068,P021,T003,2025-03-10,1,45000,45000
ORD000755,CUST0130,P020,T005,2024-09-07,1,7500,7500
ORD000756,CUST0193,P028,T006,2024-12-30,3,45000,135000
ORD000757,CUST0239,P010,T007,2024-04-15,3,7500,22500
ORD000758,CUST0262,P022,T006,2024-08-21,1,1200,1200
ORD000759,CUST0145,P010,T002,2024-07-28,5,65000,325000
ORD000760,CUST0142,P021,T006,2024-05-08,1,32000,32000
ORD000761,CUST0365,P029,T005,2023-10-11,3,85000,255000
ORD000762,CUST0392,P008,T001,2023-07-12,2,65000,130000
ORD000763,CUST0164,P022,T003,2024-09-06,4,85000,340000
ORD000764,CUST0255,P010,T005,2025-01-08,1,85000,85000
ORD000765,CUST0378,P002,T004,2024-03-04,4,45000,180000
ORD000766,CUST0274,P021,T008,2023-12-18,2,85000,170000
ORD000767,CUST0154,P028,T003,2024-11-18,3,65000,195000
ORD000768,CUST0151,P004,T008,2024-11-04,5,7500,37500
ORD000769,CUST0414,P018,T003,2023-05-12,3,85000,255000
ORD000770,CUST0046,P008,T006,2024-11-27,3,85000,255000
ORD000771,CUST0404,P029,T006,2023-08-17,3,45000,135000
ORD000772,CUST0151,P015,T002,2024-01-16,3,65000,195000
ORD000773,CUST0299,P019,T002,2024-04-26,1,85000,85000
ORD000774,CUST0062,P028,T007,2024-04-28,2,65000,130000
ORD000775,CUST0028,P028,T003,2024-06-26,3,45000,135000
ORD000776,CUST0210,P019,T008,2023-05-21,2,32000,64000
ORD000777,CUST0093,P025,T002,2023-05-27,3,85000,255000
ORD000778,CUST0091,P011,T001,2024-05-14,3,85000,255000
ORD000779,CUST0108,P025,T003,2023-01-05,4,32000,128000
ORD000780,CUST0403,P025,T002,2024-08-13,2,45000,90000
ORD000781,CUST0325,P014,T007,2023-05-13,5,45000,225000
ORD000782,CUST0003,P002,T004,2024-03-15,4,45000,180000
ORD000783,CUST0165,P025,T004,2025-01-18,3,1200,3600
ORD000784,CUST0376,P008,T004,2023-01-19,1,85000,85000
ORD000785,CUST0067,P004,T007,2024-12-11,3,32000,96000
ORD000786,CUST0086,P003,T001,2024-05-30,5,32000,160000
ORD000787,CUST0373,P017,T006,2023-11-02,3,45000,135000
ORD000788,CUST0251,P012,T004,2024-03-20,2,32000,64000
ORD000789,CUST0117,P008,T003,2023-06-18,4,1200,4800
ORD000790,CUST0259,P006,T002,2023-08-05,1,65000,65000
ORD000791,CUST0449,P021,T005,2024-01-11,1,45000,45000
ORD000792,CUST0025,P020,T001,2025-02-28,5,65000,325000
ORD000793,CUST0429,P001,T001,2024-11-08,1,85000,85000
ORD000794,CUST0228,P013,T002,2024-12-07,1,45000,45000
ORD000795,CUST0360,P005,T004,2024-07-14,3,45000,135000
ORD000796,CUST0216,P022,T002,2024-12-12,1,32000,32000
ORD000797,CUST0319,P020,T003,2024-11-09,5,32000,160000
ORD000798,CUST0369,P020,T002,2024-03-04,1,65000,65000
ORD000799,CUST0255,P007,T004,2023-10-17,1,1200,1200
ORD000800,CUST0104,P012,T007,2025-03-07,3,65000,195000
ORD000801,CUST0281,P016,T004,2023-10-30,2,1200,2400
ORD000802,CUST0121,P001,T001,2024-12-05,4,32000,128000
ORD000803,CUST0428,P019,T008,2024-11-18,1,1200,1200
ORD000804,CUST0039,P024,T002,2023-06-02,1,65000,65000
ORD000805,CUST0152,P009,T008,2023-09-20,2,45000,90000
ORD000806,CUST0448,P002,T005,2023-02-21,1,7500,7500
ORD000807,CUST0379,P004,T002,2024-01-04,3,45000,135000
ORD000808,CUST0437,P005,T003,2025-02-15,1,1200,1200
ORD000809,CUST0319,P009,T002,2023-12-03,3,45000,135000
ORD000810,CUST0059,P013,T007,2024-01-17,3,7500,22500
ORD000811,CUST0354,P028,T008,2024-04-12,3,45000,135000
ORD000812,CUST0068,P023,T001,2024-03-07,2,1200,2400
ORD000813,CUST0303,P016,T008,2023-06-13,1,45000,45000
ORD000814,CUST0399,P012,T001,2023-07-05,5,45000,225000
ORD000815,CUST0250,P004,T007,2024-12-01,2,45000,90000
ORD000816,CUST0134,P021,T006,2024-03-27,1,1200,1200
ORD000817,CUST0296,P024,T004,2023-01-13,5,85000,425000
ORD000818,CUST0268,P023,T002,2024-11-16,3,65000,195000
ORD000819,CUST0178,P022,T007,2024-03-19,2,45000,90000
ORD000820,CUST0028,P001,T003,2023-06-02,5,65000,325000
ORD000821,CUST0446,P006,T002,2024-06-01,4,45000,180000
ORD000822,CUST0124,P011,T005,2025-02-08,4,32000,128000
ORD000823,CUST0282,P021,T007,2023-02-21,5,7500,37500
ORD000824,CUST0236,P015,T008,2024-02-17,2,1200,2400
ORD000825,CUST0162,P004,T008,2023-04-01,4,45000,180000
ORD000826,CUST0207,P014,T001,2025-02-02,1,1200,1200
ORD000827,CUST0423,P003,T005,2024-07-24,5,1200,6000
ORD000828,CUST0336,P022,T008,2024-06-04,5,7500,37500
ORD000829,CUST0419,P008,T008,2023-12-16,3,1200,3600
ORD000830,CUST0308,P016,T006,2023-12-06,5,65000,325000
ORD000831,CUST0050,P025,T004,2025-01-03,4,1200,4800
ORD000832,CUST0425,P021,T005,2023-01-03,3,32000,96000
ORD000833,CUST0360,P004,T001,2024-07-14,5,32000,160000
ORD000834,CUST0421,P023,T007,2023-06-18,4,7500,30000
ORD000835,CUST0101,P007,T002,2023-04-20,3,65000,195000
ORD000836,CUST0423,P026,T004,2024-02-07,2,45000,90000
ORD000837,CUST0388,P014,T001,2025-01-03,3,1200,3600
ORD000838,CUST0396,P029,T008,2024-10-10,5,1200,6000
ORD000839,CUST0069,P016,T001,2024-04-13,5,65000,325000
ORD000840,CUST0222,P027,T008,2024-06-27,1,65000,65000
ORD000841,CUST0297,P006,T003,2024-06-04,2,85000,170000
ORD000842,CUST0308,P020,T006,2023-04-17,4,85000,340000
ORD000843,CUST0312,P030,T004,2024-05-31,4,45000,180000
